814.63,1028.5,927.73,759.4,689.07,348.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
814.75,1028.5,927.87,748.15,687.29,348.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.21,1028.8,927.7,731.75,686.84,349.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.24,1027.9,927.68,710.4,686.84,349.04,670.52,373.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.5,1013.4,927.99,685.26,685.94,349.08,673.45,365.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.7,1008.4,927.69,657.13,685.03,349.12,674.67,365.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.91,1003.3,927.34,628.26,684.13,349.16,674.39,365.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
816.11,998.16,926.25,597.64,683.22,349.2,674.52,365.62,812.53,778.96,NaN,NaN,NaN,NaN,NaN,NaN
816.32,993.06,925.33,568.68,682.32,349.23,674.49,365.84,813.38,778.64,NaN,NaN,NaN,NaN,NaN,NaN
816.52,987.97,924.69,542.38,681.41,349.27,674.35,366.01,816.22,774.77,NaN,NaN,NaN,NaN,NaN,NaN
846.96,1039.9,924.74,517.76,NaN,NaN,674.27,366.09,816.92,773.57,NaN,NaN,NaN,NaN,NaN,NaN
848.76,1040.8,924.02,498.16,NaN,NaN,674.23,366.13,818.06,771.08,NaN,NaN,NaN,NaN,NaN,NaN
848.73,1038.1,923.82,483.36,NaN,NaN,673.89,366.28,818.45,770.28,NaN,NaN,NaN,NaN,NaN,NaN
848.35,1036.3,922.93,474.64,NaN,NaN,673.04,366.7,818.41,770.22,NaN,NaN,NaN,NaN,NaN,NaN
848,1035.5,923.4,471.75,NaN,NaN,672.76,366.83,818.33,770.32,NaN,NaN,NaN,NaN,NaN,NaN
847.75,1035.2,923.61,474.17,NaN,NaN,672.7,366.87,818.11,770.58,NaN,NaN,NaN,NaN,NaN,NaN
847.52,1034.9,923.67,482.38,NaN,NaN,672.7,366.87,818,770.72,NaN,NaN,NaN,NaN,NaN,NaN
847.39,1034.8,923.83,495.97,NaN,NaN,672.5,366.99,817.89,770.87,NaN,NaN,NaN,NaN,NaN,NaN
847.54,1034.6,924.26,514.3,NaN,NaN,672.04,367.3,817.84,770.93,NaN,NaN,NaN,NaN,NaN,NaN
847.69,1034.4,924.38,536.98,NaN,NaN,671.9,367.4,817.83,770.96,NaN,NaN,NaN,NaN,NaN,NaN
847.84,1034.2,924.83,561.09,NaN,NaN,671.32,367.98,817.82,770.97,NaN,NaN,NaN,NaN,NaN,NaN
847.99,1034,925.52,587.38,NaN,NaN,671.14,368.16,817.82,770.97,NaN,NaN,NaN,NaN,NaN,NaN
848.14,1033.8,926.44,615.19,NaN,NaN,670.44,369.07,817.95,770.86,NaN,NaN,NaN,NaN,NaN,NaN
848.29,1033.6,926.38,642.3,NaN,NaN,669.9,370.42,818.01,770.82,NaN,NaN,NaN,NaN,NaN,NaN
848.45,1033.4,926.95,667.74,669.75,370.82,818.02,770.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
885.83,983.28,927.88,690.06,669.91,372.36,817.89,770.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
887.01,981.18,928.05,709.72,669.99,372.81,817.84,771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
885.67,980.8,927.8,724.97,670.58,374.1,817.83,771.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883.16,981.19,927.44,734.29,671.32,375.31,817.82,771.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
881.83,981.72,927.11,738.49,671.56,375.63,817.83,771.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
880.68,982,927.11,736.79,671.36,375.3,817.83,771.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
879.17,982.07,927.29,730.15,671.99,374.41,817.83,771.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.61,982.14,927.43,719.55,672.19,374.08,817.83,771.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.55,982.22,928.37,705.02,672.62,373.28,817.64,771.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.54,982.28,927.47,686.29,672.74,373.02,817.57,771.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.53,982.3,926.69,665.8,667.92,370.05,817.51,771.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.96,982.43,926.66,642.95,666.48,368.85,817.44,771.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.72,982.36,926.36,620.12,665.04,367.66,817.38,771.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.64,982.34,925.49,596.16,663.61,366.46,817.31,771.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.2,982.35,924.55,574.04,662.17,365.26,817.24,771.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.06,982.35,923.91,554,660.73,364.06,817.18,771.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.98,982.42,923.54,537.11,659.3,362.86,817.11,771.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.69,982.53,923.5,523.1,657.86,361.66,817.05,771.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.94,982.57,923.28,513.5,656.42,360.46,816.98,771.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.54,982.55,923.07,508.59,654.98,359.26,816.92,771.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.13,982.6,923.23,508.2,653.55,358.06,816.85,771.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.9,982.62,923.13,512.2,652.11,356.86,816.79,771.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.75,982.64,923.31,520.62,650.67,355.66,816.72,771.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.35,982.56,923.47,533.44,649.24,354.46,816.65,771.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
876.36,982.34,923.85,549.07,647.8,353.26,816.59,771.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
875.61,982.26,924.21,567.28,646.36,352.06,816.52,771.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.45,982.14,924.54,587.57,644.92,350.86,816.46,771.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.02,982.13,926.17,605.81,643.49,349.66,816.39,771.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.94,982.13,926.17,623.41,642.05,348.46,816.33,772.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.23,982.2,925.93,638,640.61,347.26,816.26,772.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.02,982.19,926.53,652.79,639.18,346.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.8,982.19,926.06,664.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.59,982.18,925.98,675.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.38,982.18,926.25,682.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.16,982.17,927.19,687.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.95,982.16,927.61,689.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.74,982.16,927.82,689.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.52,982.15,927.46,686.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.31,982.15,926.47,680.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.1,982.14,926.09,672.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.88,982.13,925.81,661.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.67,982.13,926.25,649.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.46,982.12,925.83,636.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.24,982.12,926.03,622.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.03,982.11,926.57,608.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
870.82,982.1,925.31,596.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
870.6,982.1,924.86,587.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
870.39,982.09,924.39,579.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
870.18,982.09,924.26,573.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
869.96,982.08,924.15,569.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923.98,568.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.18,569.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.29,572.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.39,577.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.73,585.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.78,593.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.27,602.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.35,611.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.3,620.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.69,629.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.74,637.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.34,645.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.32,652.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.82,658.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.67,662.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.92,665.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.09,666.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.06,665.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.97,663.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.83,659.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.16,654.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.38,648.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.08,641.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.71,634.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.67,627.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.9,620.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.49,613.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.73,607.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.23,602.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.12,600.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,600.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.12,600.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.13,601.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.13,601.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.13,601.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.13,601.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.1,601.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.1,601.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.11,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.13,601.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.14,601.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.34,601.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.41,601.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.42,601.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.41,601.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.4,601.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.83,601.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.98,601.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.01,601.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.01,601.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.9,601.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.85,601.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.81,601.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.83,601.8,857.2,1022.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.84,601.85,823.73,877.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
