NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
930.32,140.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
928.93,142.2,881.05,141.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.99,143.92,923.5,522.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.42,145.36,923.73,561.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.81,146.89,926.29,603.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
929.06,149.47,926.45,641.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
930.26,150.45,927.48,674.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
930.89,150.43,927.43,700.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
931.52,150.4,927.18,716.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
932.14,150.38,927.11,723.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
932.77,150.35,927.04,722.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889.51,123.18,927.1,713.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
884.33,121.94,927.42,695.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883.43,121.88,926.7,670.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
879.59,123.81,926.26,639.84,859.1,210.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883.34,123.03,925.34,604.38,861.27,209.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888.61,121.82,924.06,567.83,859.16,210.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888.98,122.87,923.5,530.29,858.4,210.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
891.4,123.09,922.82,499.39,861,209.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.21,124.74,922.14,468.49,864.24,208.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.2,125.11,921.45,437.6,863.86,207.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
892.82,125.48,920.77,406.7,865.18,204.15,884.55,169.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.31,125.89,706.42,220.69,818.13,202.46,882.91,169.8,664.73,60.935,772.45,124.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.8,126.29,665.05,149.34,796.25,199.74,895.7,209.56,665.88,60.447,708,113.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
894.28,126.7,623.98,85.674,778.93,197.77,898.1,221.05,665.96,60.645,681.7,108.35,696.63,211.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
894.77,127.1,582.9,22.011,761.62,195.79,900.49,232.54,667.01,53.413,655.39,103.3,699.14,209.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
895.26,127.51,541.83,-41.652,744.31,193.82,667.66,50.932,629.08,98.239,699.8,208.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
895.75,127.92,500.75,-105.31,727,191.85,668.32,48.452,700.46,207.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
896.24,128.32,459.68,-168.98,709.68,189.87,668.98,45.971,701.12,206.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
896.73,128.73,418.6,-232.64,692.37,187.9,669.64,43.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
897.21,129.13,377.53,-296.3,675.06,185.92,670.3,41.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
897.7,129.54,336.45,-359.97,657.75,183.95,668.52,27.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923.18,516.87,295.38,-423.63,640.43,181.97,668.77,22.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.19,552.5,254.3,-487.29,623.12,180,669.02,18.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.73,583.5,213.23,-550.95,791.57,343.4,669.27,13.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.43,610.5,172.15,-614.62,791.75,347.82,669.52,9.3767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.11,635.81,131.08,-678.28,791.68,347.86,669.77,4.9624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.46,656.89,90.004,-741.94,781.95,346.56,670.4,3.7714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.31,672.7,48.93,-805.61,778.1,345.58,670.72,-0.097877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.9,681.84,7.8548,-869.27,776.15,344.93,671.03,-3.9671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.77,685.03,-33.22,-932.93,775.1,344.56,671.35,-7.8363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.61,681.41,-74.295,-996.59,777.9,344.29,671.66,-11.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.02,671.94,-115.37,-1060.3,779.96,344.14,671.98,-15.575,676.15,347.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.35,657.16,NaN,NaN,781.9,344.02,672.29,-19.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.55,636.72,785.6,343.58,672.61,-23.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
926.16,611.54,783.35,343.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.72,584.99,781.28,343.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924.1,556.45,775.15,343.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923.67,527.52,774.77,343.64,NaN,NaN,817.28,1024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922.67,497.76,774.32,343.66,NaN,NaN,818.37,1016.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922.39,471.29,772.09,343.74,NaN,NaN,819.51,1011.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921.84,445.09,771.23,343.78,NaN,NaN,820.37,1018.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921.29,418.89,769.89,343.82,NaN,NaN,820.81,1022.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
920.75,392.69,768.55,343.87,NaN,NaN,821.12,1023.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
920.2,366.49,767.21,343.91,NaN,NaN,821.66,1025.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
919.65,340.29,765.87,343.95,NaN,NaN,821.5,1023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
898.82,211.05,764.53,343.99,NaN,NaN,819.51,1023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
894.86,167.51,763.19,344.03,NaN,NaN,817.88,1025.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
890.89,123.96,825.49,719.87,816.81,1027.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
886.93,80.418,828.15,738.24,816.55,1027.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
858.12,186.89,820.77,778.54,816.51,1028.5,666.29,44.608,690.24,580.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
855.07,189.12,817.83,788.01,816.56,1028.9,666.78,43.586,678.26,583.74,671.23,605.34,826.49,735.87,922.41,479.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
847.73,182.26,817.76,819.24,816.62,1028,666.85,42.809,672.76,582.76,823.39,751.15,922.49,502.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
840.39,175.4,817.7,850.46,816.66,1027.6,665.24,25.436,671.29,582.13,822.58,757.3,923.1,530.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
900.38,149.36,817.64,881.69,816.65,1028.1,664.52,17.431,670.93,581.37,822.83,757.33,923.7,558.57,666.69,76.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
905.04,147,882.47,978.65,816.66,1028.2,663.89,14.989,671.04,580.91,823.01,754.8,924.07,585.01,667.17,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
906.06,146.91,886.43,991.61,816.71,1028.4,663.72,14.741,671.55,579.81,874.04,769.66,925.65,608.21,666.97,75.895,945.17,803.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
911.64,141.11,886.01,992.58,816.73,1028.5,663.6,14.922,671.97,577.75,891.15,774.52,926.22,630.06,667.07,75.312,945.19,803.18,863.29,647.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
917.22,135.31,885.26,989.69,816.73,1028.5,662.89,11.242,672.33,576.95,908.12,780.07,926.3,646.8,667.12,75.029,945.19,802.99,862.96,648.05,709.32,152.96,682.01,803.43,795.32,714.82,NaN,NaN
922.8,129.51,883.92,986.74,816.74,1028.5,662.58,10.277,672.13,575.31,925.08,785.62,926.61,658.48,667.18,74.745,945.19,802.95,862.86,648.07,716.51,152.67,683.58,803.71,714.76,841.93,740.83,1063.7
928.38,123.71,884.61,985.01,816.74,1028.6,662.23,9.8244,671.97,575.24,942.05,791.17,926.25,664.87,667.23,74.462,945.19,802.96,862.85,648.07,718.71,152.99,685.16,803.99,716.17,844.5,741.62,1063.7
933.96,117.91,907.79,942.44,875.37,987.48,661.56,10.482,670.72,575.68,874.62,903.69,925.99,665.68,667.28,74.179,945.19,802.98,862.86,648.07,707.42,150.87,716.95,846,742.42,1063.6,NaN,NaN
939.55,112.11,916.75,931.67,883.47,979.97,661.08,9.6271,669.55,576.37,873.57,932.08,926.06,661.87,667.34,73.895,945.19,803.13,862.88,648.07,703.46,149.93,717.72,847.51,NaN,NaN,NaN,NaN
945.13,106.31,916.09,925.94,887.11,978.31,660.6,8.7719,669.18,576.63,872.52,960.47,926.11,652.17,NaN,NaN,945.19,803.19,862.89,648.06,701.99,149.73,718.5,849.01,NaN,NaN,NaN,NaN
886.7,339.29,922.31,916.61,886.95,978.98,660.11,7.9166,669.12,577.01,871.47,988.86,926.36,637.63,NaN,NaN,945.19,803.2,862.9,648.06,696.59,148.84,901.32,773.45,NaN,NaN,NaN,NaN
885.42,347.64,916.42,924.28,886,979.84,659.63,7.0614,669.07,577.11,843.24,1060.3,926.14,620.68,NaN,NaN,945.19,803.21,862.9,648.06,694.93,148.56,901.32,773.45,NaN,NaN,NaN,NaN
885.27,348.14,915.77,925,885.02,980.51,659.15,6.2062,669.14,577.6,840.62,1072.7,924.99,599.19,NaN,NaN,945.19,803.21,862.91,648.06,694.61,148.51,901.32,773.45,NaN,NaN,NaN,NaN
885.44,346.51,915.29,925.71,882.02,980.51,658.66,5.3509,668.83,577.19,840.84,1071.4,923.98,577.3,NaN,NaN,945.2,803.4,862.91,648.06,692.86,148.24,901.24,773.41,NaN,NaN,NaN,NaN
885.64,344.9,914.69,926.14,880.82,980.67,658.18,4.4957,668.73,577.19,841.57,1068.2,923.42,553.72,NaN,NaN,945.2,803.47,862.91,648.06,691.12,147.97,901.21,773.39,NaN,NaN,NaN,NaN
885.79,343.71,914.42,926.42,880.37,980.82,657.7,3.6405,668.61,577.18,842.46,1058.6,922.99,529.91,NaN,NaN,945.2,803.48,862.91,648.06,689.37,147.71,901.2,773.39,NaN,NaN,NaN,NaN
885.89,342.92,914.29,926.59,880.21,980.93,657.22,2.7852,668.59,577.18,843.29,1054.3,922.13,505.02,NaN,NaN,945.2,803.48,862.91,648.06,687.62,147.44,901.29,773.43,NaN,NaN,NaN,NaN
885.95,342.43,914.23,926.7,880.62,981.2,656.73,1.93,668.36,577.09,843.65,1052.4,922.04,483.12,NaN,NaN,945.2,803.48,862.91,648.06,685.88,147.18,901.32,773.45,NaN,NaN,NaN,NaN
885.99,342.14,910.78,921.57,880.76,981.31,656.25,1.0748,668.3,577.16,843.78,1049.3,922.12,465.52,NaN,NaN,945.28,810.54,862.91,648.06,684.13,146.91,901.47,773.11,NaN,NaN,NaN,NaN
886.01,341.97,909.63,919.88,880.78,981.39,655.77,0.21953,668.4,576.86,843.83,1048.2,921.84,445.09,NaN,NaN,945.3,812.89,862.91,648.06,682.38,146.65,901.52,772.99,NaN,NaN,NaN,NaN
885.97,342.24,909.34,919.47,880.78,981.41,655.28,-0.63571,668.11,576.79,843.85,1048,921.57,424.66,NaN,NaN,945.21,807.42,862.68,648.1,680.64,146.38,901.53,772.97,NaN,NaN,NaN,NaN
885.94,342.51,909.34,919.48,880.78,981.42,NaN,NaN,667.74,575.8,843.86,1047.9,921.29,404.23,NaN,NaN,945.18,805.4,862.61,648.12,678.89,146.12,901.53,772.96,NaN,NaN,NaN,NaN
885.9,342.78,909.41,919.59,880.8,981.45,NaN,NaN,667.1,575.11,843.86,1048,921.01,383.79,NaN,NaN,945.17,804.75,862.62,648.1,677.14,145.85,901.52,772.97,NaN,NaN,NaN,NaN
885.87,343.05,908.02,911.72,880.52,981.41,NaN,NaN,666.87,574.98,843.86,1048.1,920.74,363.36,NaN,NaN,945.26,810.66,862.58,648.1,NaN,NaN,901.52,772.98,NaN,NaN,NaN,NaN
885.83,343.32,907.61,909.21,880.23,981.43,NaN,NaN,666.6,574.93,843.86,1048.1,920.46,342.93,945.3,812.69,862.53,648.1,NaN,NaN,901.8,773.11,NaN,NaN,NaN,NaN,NaN,NaN
920.63,454.78,907.52,908.79,879.87,981.44,NaN,NaN,666.26,574.91,843.86,1048.1,920.18,322.5,945.31,813.25,862.49,648.11,NaN,NaN,901.89,773.15,NaN,NaN,NaN,NaN,NaN,NaN
923.36,472.4,907.63,909.44,879.35,981.37,NaN,NaN,665.92,574.88,843.66,1047.9,919.91,302.07,945.3,814.33,862.44,648.11,NaN,NaN,900.38,772.53,NaN,NaN,NaN,NaN,NaN,NaN
923.71,489.33,907.79,910.13,875.81,980.85,NaN,NaN,665.39,574.47,843.59,1047.8,919.63,281.64,945.31,814.59,862.4,648.11,NaN,NaN,899.87,772.32,NaN,NaN,NaN,NaN,NaN,NaN
923.5,509.07,907.83,910.35,874.41,980.7,664.87,574.03,843.57,1047.8,919.35,261.21,945.34,816.72,862.35,648.12,NaN,NaN,899.73,772.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
