603.25,1843.4,624.08,9.8532,534.13,78.076,21.612,327.85,89.279,321.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.19,1843.3,618.63,3.3604,516.54,80.31,86.21,321.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.37,1843.1,617.38,2.0566,513.11,82.152,71.996,323.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.57,1842.9,610.58,-7.5702,519.14,82.23,110.3,273.63,237.68,268.9,615.9,712.84,646.46,1825.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602.96,1843.5,614.15,11.626,524.46,82.093,57.46,256.39,627.1,662.31,646.45,1826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602.35,1844.2,611.6,13.977,529.59,81.699,45.017,239.8,626.14,721.92,646.44,1826,638.08,233.03,652.96,538.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601.74,1844.9,608.64,13.053,530.53,79.952,32.574,223.2,628.22,729.73,7.1524,458.05,433.53,2.5204,579.48,61.885,640.16,5.8947,661.54,121.3,693.17,39.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601.13,1845.5,608.41,13.276,480.71,100.58,20.131,206.6,630.31,737.54,7.2547,457.88,454.37,7.2168,573.37,73.399,660.13,120.4,65.346,701.32,109.09,378.89,262.41,19.789,614.36,925.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600.52,1846.2,606.17,13.07,467.15,105.22,5.088,50.656,632.4,745.35,8.2592,457.29,462.33,10.692,563.61,80.642,658.18,121.87,56.636,716.69,259.67,27.297,610.29,1001.7,351.18,134.51,692.59,12.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599.91,1846.8,603.92,12.863,453.58,109.87,-7.9102,4.3096,8.6308,457.03,464.03,12.332,559.65,82.812,656.42,124.48,53.022,723.15,258,32.488,609.03,1026.7,348.41,134.43,691.16,14.039,31.406,465.41,117.09,488.38,124.81,3.5595,131.84,481.84,162.88,445.97,642.81,222.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599.3,1847.5,601.68,12.656,440.02,114.51,-20.908,-42.037,4.0037,531.46,469.01,14.302,555.07,88.289,654.86,126.93,49.409,729.62,255.87,34.186,610.21,1009.5,345.94,134.4,689.58,14.969,120.56,7.0559,129.17,482.14,641.87,225.32,66.262,1446.6,295.71,65.439,308.74,11.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598.7,1848.1,599.43,12.449,482.19,186.41,-33.906,-88.383,3.2099,544.6,473.99,16.273,550.5,93.765,654.1,126.48,45.795,736.09,252.01,38.718,611.76,974.67,344.43,134.37,688.27,15.316,119.18,8.4385,127.9,482.51,641.1,229.1,66.469,1449,291.89,77.286,304.01,13.697,131.02,1062.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598.09,1848.8,597.18,12.243,499.66,234.77,-46.905,-134.73,3.031,547.31,478.97,18.243,489.16,183.1,652.94,127.33,249.67,42.325,614.01,929.77,336.88,134.12,684.48,52.138,92.82,29.785,38.677,465.44,641.19,228.23,66.722,1453.6,290.27,84.892,301.46,13.972,130.97,1058.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597.48,1849.5,594.94,12.036,490.5,251.52,-59.903,-181.08,2.3174,560.65,483.95,20.214,470.63,209.19,651.78,128.18,247.33,45.932,616.52,880.15,329.8,133.36,682.51,64.87,81.878,36.983,22.67,462.07,640.88,229.34,66.733,1455.3,288.65,92.498,299.09,14.786,131.03,1056.9,110.19,1207.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
650.88,1831.4,592.69,11.829,437.29,260.49,-72.901,-227.42,94.456,626.69,488.92,22.184,409.85,227.04,650.62,129.04,183.19,13.895,618.99,827.55,326.6,132.73,680.53,77.602,76.468,31.108,-0.60051,457.81,640.57,230.46,66.634,1458.3,287.03,100.1,296.72,15.599,131.09,1055.2,145.42,658.96,195.43,666.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651.96,1830.8,590.45,11.622,419.69,261.45,-85.899,-273.77,110.4,639.33,NaN,NaN,398.02,231.91,636.49,230.22,171.6,11.508,621.44,774.93,322.56,131.73,678.56,90.335,69.264,27.455,-23.871,453.55,642.57,323.72,66.428,1459.9,294.34,16.413,131.15,1053.6,145.57,662.25,193.91,666.14,92.969,1287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651.91,1830.9,273.1,253.46,401.6,274.39,-98.897,-320.12,112.97,641.41,NaN,NaN,313.47,250.19,632.55,252.49,165.2,13.994,624.11,722.73,321.47,131.34,688.83,32.961,62.162,23.573,-0.19491,535.12,642.83,347.49,66.407,1459.3,144.51,665.49,189.46,665.42,3.9282,840.13,161.7,846.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651.57,1831,261.21,262.14,383.5,287.34,NaN,NaN,111.33,641.61,391.21,57.288,287.4,254.79,628.62,274.76,159.88,15.888,626.33,677.58,326.91,66.103,689.47,30.725,55.945,17.954,-0.36176,544.01,643.09,371.25,65.927,1459.4,140.61,666.96,185.56,664.64,3.6896,840.92,158.93,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651.45,1830.7,229.41,285.14,365.41,300.29,NaN,NaN,109.13,641.4,380.62,63.294,249.03,268.2,624.69,297.03,149.78,15.201,609.64,706.66,326.63,43.995,690.11,28.488,53.472,11.578,-8.4483,558.37,643.35,395.02,65.898,1458.9,153.8,666.51,182.93,664.19,3.451,841.71,156.87,848.47,12.702,588.72,633.3,833.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
652.28,1830.4,121.88,334.19,347.32,313.23,NaN,NaN,107.34,640.79,370.02,69.299,138.54,263.97,620.76,319.3,85.982,33.37,606.46,682.71,326.35,21.887,690.76,26.252,47.347,7.1375,-16.535,572.72,643.61,418.78,65.495,1458.8,157.2,667.43,180.29,663.75,155.14,845.35,10.634,589.12,633.21,835.23,23.891,312.8,53.32,258.89,625.31,1842.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
653.12,1830.1,66.905,365.17,157.83,424.56,NaN,NaN,110.72,645.37,359.43,75.305,116.48,264.09,662.04,256.4,64.285,30.254,603.27,658.76,326.06,-0.22146,691.4,24.016,41.525,3.2016,-24.621,587.08,643.87,442.54,64.812,1457.8,156.23,658.69,177.65,663.3,153.34,845.31,10.005,589.26,633.13,836.77,16.382,318.29,42.978,245.18,625.27,1842.9,8.4771,1518.3,28.285,1486.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
653.95,1829.7,11.926,396.15,141.61,434.2,NaN,NaN,96.456,671.41,437.81,256.2,69.295,269.81,666.63,262.59,58.192,26.432,631.05,555.56,325.78,-22.33,509.21,153.96,35.703,-0.73434,-32.708,601.43,636.16,461.77,64.332,1458.4,153.43,657.77,175.01,662.86,151.69,844.99,9.3764,589.41,12.139,320.22,32.981,244.42,625.37,1842.8,15.669,1505.8,10.864,1457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
654.79,1829.4,-43.054,427.13,137.83,435.22,NaN,NaN,94.796,682.13,446.71,300.52,22.108,275.53,637.54,276.09,57.365,24.444,634.01,534.02,364.6,202.32,475.36,176.66,29.881,-4.6703,143.51,470.37,635.08,484.77,63.89,1458.7,150.2,657.9,148.43,536.49,150.03,844.67,8.7478,589.55,9.1168,322.24,24.809,237.87,633.19,1837.8,17.543,1502.1,4.5904,1448.3,522.49,267.95,643.46,363.12,641.5,498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
655.62,1829.1,-98.033,458.11,110.66,451.64,NaN,NaN,93.136,692.84,455.61,344.85,-25.08,281.25,629.13,318.12,57.351,22.926,637.91,497.64,371.69,226.7,441.5,199.37,24.058,-8.6062,170.23,457.26,632.83,535.27,63.586,1459.5,183.17,663.99,144.92,528.5,148.37,844.35,17.152,337.78,16.637,231.32,636.26,1835.9,19.369,1500.9,3.2,1447.3,648.46,355.45,350.9,243.84,643.83,118.51,669.5,149.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
621.61,1840.4,-153.01,489.08,83.483,468.05,NaN,NaN,134.73,661.5,464.5,389.17,61.605,342.81,628.61,272.8,58.378,22.465,641.81,461.25,378.77,251.08,407.64,222.07,18.236,-12.542,196.95,444.15,632.21,552.87,63.347,1457.9,194.18,666.15,138.92,509.44,146.72,844.02,20.629,336.96,8.4643,224.78,645.48,1833,14.859,1502.7,3.4678,1449.9,637.92,369.28,643.73,116.64,669.84,139.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.77,1832.8,-207.99,520.06,8.7812,584.91,NaN,NaN,143.58,662,473.4,433.49,56.53,347.87,624.37,270.22,59.406,22.384,641.72,489.07,385.86,275.46,373.79,244.78,12.414,-16.478,223.67,431.05,631.06,579.39,61.846,1473.6,197.01,666.74,136.86,470.18,145.06,843.7,21.86,340.72,639.65,1834.7,11.501,1504.8,4.5344,1451,636.71,370.33,651.49,122.77,669.95,136.13,25.045,1575.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584.56,1828.1,-262.97,551.04,-30.152,626.17,NaN,NaN,152.43,662.49,482.3,477.81,51.071,384.27,620.12,267.65,56.314,21.871,644.63,468.56,392.94,299.85,339.93,267.48,6.5917,-20.414,250.4,417.94,613.8,622.44,62.346,1467.4,197.02,666.82,132.02,445.18,143.4,843.38,50.736,340.32,649.82,1833.7,10.172,1506,5.6866,1451.7,635.5,371.39,643.6,122.45,669.28,138.82,22.67,1576.2,481.3,1161.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582.78,1826.5,-317.95,582.02,-69.084,667.43,NaN,NaN,161.27,662.99,637.58,553.73,39.763,405.73,615.88,265.07,53.222,21.358,647.55,448.05,400.03,324.23,306.08,290.19,0.7695,-24.35,277.12,404.83,607.98,653.76,61.946,1481.7,194.53,666.46,127.18,420.18,NaN,NaN,59.29,302.01,653.09,1833.6,9.46,1505.8,6.8428,1452.5,634.3,372.44,639.58,122.72,669.16,137.42,22.502,1576.3,483.06,1161.7,44.178,1352.6,59.664,1516.8,445.95,1171.1,579.11,1107.5,625.7,1843.1,NaN,NaN,NaN,NaN
582.98,1826.1,-372.93,613,-108.02,708.7,NaN,NaN,131.22,659.27,671.12,603.37,28.455,427.19,611.64,262.5,50.13,20.845,642.6,472.62,407.12,348.61,272.22,312.89,-5.0527,-28.286,303.84,391.72,622.93,663.59,60.974,1486.7,193.25,666.26,59.492,329.02,34.729,618.54,57.725,286.17,653.84,1833.6,8.9801,1505.6,16.09,1444.3,638.75,123.97,669.04,136.01,16.541,1581.6,482.77,1162.3,41.897,1355.6,446.08,1172,579.05,1107.5,625.82,1843.1,92.461,1262.3,476.06,1693,NaN,NaN,NaN,NaN
583.7,1826.4,-427.91,643.97,-146.95,749.96,116.84,663.1,704.67,653.01,83.08,438.72,607.39,259.93,55.743,19.759,641.63,491.31,613.78,525.06,137.6,532.68,-10.875,-32.222,166.35,642.75,623.93,698.75,58.038,1484.1,192.59,666.16,40.936,285.51,24.624,608.47,63.172,273.85,653.77,1833.7,8.7649,1504.6,18.055,1440.9,639.12,123.26,14.839,1583.2,480.99,1165.1,39.091,1358.5,446.23,1172.2,579,1107.5,625.86,1843.1,92.785,1261.1,350.86,1726.8,361.43,1676.8,342.51,1771.8,NaN,NaN,NaN,NaN
585.79,1832.8,-482.89,674.95,-185.88,791.22,109.93,664.89,738.21,702.65,88.885,443,628.31,277.1,48.48,14.288,642.01,490.71,651.23,572.57,127.21,548.21,-16.697,-36.158,164.61,651.9,622.99,740.66,56.69,1486.9,192.26,666.1,21.276,243.62,22.346,609.66,68.62,261.53,655.66,1833.4,8.0999,1504.3,20.771,1437.8,641.95,121.21,19.545,1581.3,479.46,1167.6,36.444,1363.6,446.36,1177.8,625.46,1842.9,92.086,1262.9,361.39,1665.3,339.27,1775.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586.85,1835,-537.87,705.93,-224.82,832.49,104.93,664.82,771.75,752.29,47.354,457.98,630.09,251.7,45.36,12.139,642.39,490.11,688.68,620.09,127.45,546.5,33.223,408.86,164.02,652.89,621.24,785.54,57.057,1491.3,192.63,666.17,1.6163,201.74,21.434,613.86,74.067,249.21,657.56,1833.1,7.4348,1503.9,14.577,1463.9,643.21,116.15,22.796,1577.7,479.19,1169.3,35.875,1372.7,446.66,1179.7,625.35,1842.8,91.347,1261.1,361.02,1661.5,336.02,1779.2,648.69,359.66,650.63,314.43,NaN,NaN,NaN,NaN
587.17,1835.7,-592.85,736.91,-263.75,873.75,101.88,661.11,805.29,801.93,31.462,461.01,630.67,242.82,42.241,9.9914,647.68,377.44,726.13,667.61,129.94,542.35,28.051,419.14,164.31,651.24,619,830.22,56.199,1494.5,193,666.24,-18.043,159.85,21.741,617.85,79.514,236.89,659.46,1832.9,6.7697,1503.6,14.747,1469.1,643.03,117.7,28.43,1575.6,480.58,1168.2,34.427,1371.4,446.93,1180.2,625.24,1842.7,92.239,1258.9,360.5,1661.4,650.34,322.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587.29,1835.7,-647.83,767.89,-302.68,915.01,98.005,662,838.83,851.57,23.834,460.29,629.38,266.39,39.121,7.8433,629.81,372.85,763.59,715.13,132.94,539.38,22.906,418.91,163.71,649.56,616.76,872.72,55.341,1497.7,193.37,666.31,-37.703,117.97,21.914,620.92,84.962,224.57,661.35,1832.6,6.1047,1503.3,14.917,1474.4,642.12,119.23,29.107,1573,480.86,1168.2,31.211,1377.5,447.04,1186,625.13,1842.6,91.559,1260.7,360.55,1660.8,649.38,335.15,472.51,1241.6,NaN,NaN,NaN,NaN,NaN,NaN
591.92,1835,NaN,NaN,-341.61,956.28,94.536,664.14,872.37,901.21,20.385,460.56,629.31,269.31,36.001,5.6952,625.27,352.01,620.95,542.76,134.2,538.07,17.854,415.62,164.18,648.07,615.11,910.46,54.484,1500.9,193.74,666.38,-57.363,76.08,22.421,622.58,90.409,212.24,663.25,1832.3,5.4396,1502.9,15.087,1479.6,641.01,120.25,30.139,1572.3,481.86,1167.6,30.483,1360.3,447.03,1190,625.02,1842.6,91.836,1260.5,360.6,1661,637.18,333.71,472.46,1247,202.38,1873.3,NaN,NaN,NaN,NaN
593.08,1834.4,NaN,NaN,-380.55,997.54,90.341,667.73,905.92,950.85,17.657,461.53,629.23,272.22,32.881,3.5471,628.74,362.66,624.06,548.34,135.72,536.42,13.151,412.75,163.81,647.45,613.16,942.8,53.626,1504.2,194.11,666.45,-77.022,34.195,21.59,623.35,95.856,199.92,665.15,1832.1,4.7746,1502.6,15.258,1484.8,637.06,122,31.854,1570.9,481.57,1168.4,28.895,1357.2,447.1,1191.4,624.91,1842.5,90.766,1263.5,360.81,1658.9,633.09,330.79,472.49,1248.9,79.618,1804.6,641.9,482.07,NaN,NaN
593.23,1834.3,NaN,NaN,-419.48,1038.8,88.502,670,577.61,1060.6,14.57,463.79,629.16,275.13,29.762,1.3989,628.99,362.9,627.17,553.93,136.52,536.36,9.1901,410.76,163.73,647.01,611.96,968.16,16.593,1683.4,194.48,666.52,-96.682,-7.6906,19.535,623.8,101.3,187.6,667.04,1831.8,84.42,1285.3,15.428,1490,635.75,121.91,42.262,1576.6,479.58,1186.3,27.675,1355.2,447.19,1191.3,NaN,NaN,94.869,1244.5,360.46,1661.9,628.99,327.87,472.49,1250.7,641.73,484.79,NaN,NaN,NaN,NaN
593.03,1834.2,NaN,NaN,-458.41,1080.1,85.195,671.81,572.52,1076.5,12.997,474.11,629.08,278.04,26.642,-0.74916,629.16,365.25,630.28,559.52,135.73,535.18,9.9498,412.47,163.64,646.69,611.1,985.38,14.387,1696,194.86,666.59,-116.34,-49.576,15.396,623.19,106.75,175.28,668.94,1831.5,89.924,1275.4,10.263,1534.4,635.87,115.61,45.468,1578.6,480.65,1190.7,25.47,1356.7,447.32,1190.9,NaN,NaN,96.348,1238.1,360.19,1663.8,624.89,324.96,472.49,1252.5,641.55,489.78,NaN,NaN,NaN,NaN
