NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001.4,547.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001,553.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001.3,555.12,990.07,1031.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001.3,557.79,990.17,1031.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001.3,560.46,990.2,1031.9,688.12,835.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002.1,539.92,990.23,1031.9,685.79,842.12,659.62,281.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002.3,536.86,995.23,1031.1,681.26,846.25,660.24,283.79,757.03,971.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002.3,515.86,995.79,1031.1,676.22,849.02,660.56,285.69,748.74,971.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1003,500.51,995.89,1031.1,673.16,851.67,660.59,288.86,745.48,971.8,695.47,971.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1003.7,483.78,1003.3,1030.8,670.1,854.32,660.28,292.56,742.23,971.76,696.85,972.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1004.6,466.14,1005.2,1030.2,667.04,856.98,660.31,295.08,738.97,971.72,696.65,972.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1005.6,448.53,1012.1,1030,663.98,859.63,660.33,297.6,696.27,972.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1006.3,431.65,1014.1,1030,660.92,862.28,660.36,300.12,696.44,972.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1006.9,415.86,1006.2,1032.3,NaN,NaN,660.39,302.64,700.19,971.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1007.4,401.82,1003.3,1033.1,663.11,847.19,660.42,305.16,703.12,971.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.1,390.17,1002.1,1033.8,662.77,846.2,660.45,307.68,705.15,971.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.6,381.18,1000.9,1034.5,658.83,817.46,NaN,NaN,701.12,971.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.9,375.52,999.66,1035.1,656.57,806.71,NaN,NaN,693.67,970.04,660.32,905.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1009.1,373.07,998.43,1035.8,654.31,795.97,NaN,NaN,691.18,969.73,659.72,906.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.8,373.93,997.21,1036.5,652.05,785.23,NaN,NaN,683.8,968.41,659.3,906.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.6,377.95,995.98,1037.2,649.79,774.48,NaN,NaN,681.55,968.01,658.88,906.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.4,384.88,994.76,1037.9,647.52,763.74,659.85,301.92,678.07,967.39,658.46,907.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1007.6,394.47,993.54,1038.6,645.26,753,661.55,300.77,674.59,966.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1007.3,406.38,992.31,1039.3,643,742.26,663.44,299.55,671.1,966.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
