462.27,1275.9,506.55,-211.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
464.52,1206.8,507.93,-264.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.03,1131.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.52,1053.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
471.4,977.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
473.39,909.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474.74,852.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
475.51,809.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476.26,784.5,448.15,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476.38,777.82,448.22,1401.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476.4,788.59,448.24,1401.5,445.9,1476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
475.56,817.38,448.33,1403.4,445.71,1492.6,450.64,1327.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474.62,861.73,449.24,1378.2,445.72,1497.3,450.61,1328.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
472.77,918.4,448.88,1391.8,445.69,1502.2,450.59,1329.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
471.07,984.22,448.7,1397.9,445.66,1507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.06,1054.9,448.48,1400.8,416.07,1582.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.52,1125.2,448.4,1401.7,412.62,1592.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.03,1193,448.37,1401.6,412.01,1593.6,310.48,1764.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
463.24,1253.7,448.32,1402.7,412.33,1592.5,310.79,1764.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455.94,1347.9,448.26,1403.8,412.79,1591.1,310.48,1764.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452.58,1418.1,448.21,1404.8,413.42,1586.7,314.96,1765.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449.21,1488.4,454.54,1373.5,413.77,1584.9,317.6,1765.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
445.85,1558.6,455.1,1370.3,413.96,1584.1,318.75,1765.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442.48,1628.8,455.44,1363.7,414.49,1582.8,319.11,1765.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
439.11,1699.1,456.26,1358.1,414.11,1586.1,318.57,1765.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435.75,1769.3,457.09,1352.5,413.98,1587.2,318.8,1766.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432.38,1839.6,457.91,1346.9,413.98,1587.4,319.15,1766.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
429.02,1909.8,449.26,1385.3,413.99,1587.5,319.24,1766.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
425.65,1980,448.66,1387.7,414,1587.4,319.45,1766.4,468.24,1086.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
422.29,2050.3,448.55,1388.2,414.06,1587.3,319.53,1766.4,469.86,1033.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418.92,2120.5,446.6,1448.2,414.13,1587.2,320.02,1766.6,471.4,976.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
415.56,2190.8,446.02,1467.8,414.15,1587.1,320.17,1766.6,472.68,926.53,451.92,1292.9,NaN,NaN,NaN,NaN,NaN,NaN
412.19,2261,445.91,1472.6,414.16,1587.1,320.41,1766.7,474.03,888.6,451.94,1292.2,NaN,NaN,NaN,NaN,NaN,NaN
408.83,2331.3,445.95,1472.7,414.16,1587.1,320.52,1766.7,474.55,865.36,451.94,1291.9,NaN,NaN,NaN,NaN,NaN,NaN
405.46,2401.5,445.93,1473.7,414.16,1587.1,320.7,1766.7,474.88,857,452.07,1289.2,NaN,NaN,NaN,NaN,NaN,NaN
402.1,2471.7,446.34,1458.7,414.67,1587.7,320.74,1766.7,474.58,863.27,452.93,1264.2,NaN,NaN,NaN,NaN,NaN,NaN
398.73,2542,446.45,1453.6,414.89,1587.9,320.91,1766.8,473.81,883.21,453.17,1256.8,NaN,NaN,NaN,NaN,NaN,NaN
395.36,2612.2,446.44,1451.8,414.95,1587.9,321.16,1766.8,472.84,915.8,453.47,1248.3,NaN,NaN,NaN,NaN,NaN,NaN
392,2682.5,446.44,1450.1,414.95,1587.9,321.23,1766.8,471.83,958.2,453.76,1239.7,NaN,NaN,NaN,NaN,NaN,NaN
388.63,2752.7,446.44,1448.3,415.38,1586.9,321.24,1766.8,470.51,1007.8,454.06,1231.2,NaN,NaN,NaN,NaN,NaN,NaN
446.44,1446.5,415.59,1586.6,321.29,1766.9,469.1,1061.6,454.35,1222.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.43,1444.8,415.8,1586.3,321.29,1766.9,467.76,1116.7,454.65,1214.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.43,1443,416.01,1586,323.72,1767.4,466.17,1170.1,454.94,1205.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.43,1441.2,416.21,1585.8,325.07,1767.7,464.86,1217.7,455.24,1197.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.42,1439.5,416.42,1585.5,325.82,1767.9,464.39,1258.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.42,1437.7,416.63,1585.2,329.38,1768.6,463.7,1287.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.42,1435.9,416.84,1584.9,331.09,1769.1,463.64,1304.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.42,1434.2,417.05,1584.6,331.89,1769.4,464.41,1307.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.41,1432.4,417.26,1584.4,334.23,1769.9,464.39,1298.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.41,1430.6,417.47,1584.1,334.89,1770,464.57,1276.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.41,1428.9,417.68,1583.8,335.18,1770.1,465.16,1244.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.4,1427.1,417.88,1583.5,335.22,1770.1,465.77,1203.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.4,1425.3,418.09,1583.2,335.15,1770.2,466.78,1156.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.4,1423.6,418.3,1583,336,1770.8,467.84,1108.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.4,1421.8,418.51,1582.7,336.25,1771,469.15,1060.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.39,1420,418.72,1582.4,340.15,1771.7,470.06,1014.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446.39,1418.3,418.93,1582.1,341.41,1771.9,471.47,974.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419.14,1581.9,341.7,1772,472.18,943.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419.35,1581.6,341.63,1772,472.87,922.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419.55,1581.3,342.31,1772.3,473.08,913.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
342.52,1772.3,473.09,915.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
342.53,1772.3,472.77,928.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.28,1772.6,472.03,952.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.49,1772.6,471.13,985.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.51,1772.6,470.14,1024.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.83,1772.7,468.9,1069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.91,1772.8,467.81,1114.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343.91,1772.8,466.55,1159.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.14,1772.8,465.61,1200.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.2,1772.8,465.29,1234.7,814.53,1744.5,897.73,1734.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.21,1772.8,464.9,1261,814.74,1744.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.2,1772.8,465.12,1277.2,814.96,1744.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.35,1772.9,464.71,1282.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.28,1773,464.82,1277.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.25,1773,465.21,1261.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.26,1773.1,465.58,1236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.28,1773.1,465.94,1203.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.29,1773.2,466.52,1166.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.3,1773.2,467.61,1126.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.32,1773.3,468.56,1088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.33,1773.3,469.66,1050.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.35,1773.3,470.31,1018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.36,1773.4,471.02,991.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.37,1773.4,471.61,972.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.39,1773.5,471.87,963.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.4,1773.5,471.87,962.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.42,1773.6,471.74,971.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.43,1773.6,471.09,988.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.44,1773.7,470.34,1013.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.46,1773.7,469.72,1043.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.47,1773.8,468.88,1078.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.48,1773.8,468.08,1114.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.5,1773.8,467.1,1149.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.51,1773.9,466.19,1183.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.53,1773.9,465.64,1212.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.51,1234.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.2,1250.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.11,1257.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.06,1255.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.42,1245.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.54,1228.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.75,1204.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.27,1175.7,423.01,1440.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.09,1144.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.06,1112.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.83,1081.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.6,1053.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.16,1031,417.18,1450.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.44,1014.2,419.68,1446,877.54,1735.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.61,1005,418.63,1451.2,884.35,1734.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.62,1003.1,417.7,1451.5,891.17,1733.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.46,1008.3,418.06,1452.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.37,1020.8,418.85,1450.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.01,1039.5,419.22,1449.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.31,1062.9,419.35,1449.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.63,1089.9,419.56,1449.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.02,1118.3,419.78,1448.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.28,1147.2,420.01,1448.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.43,1174.7,420.24,1448.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.78,1198.8,420.46,1448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.68,1218.5,420.69,1447.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.68,1231.8,420.92,1447.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.85,1238.4,421.14,1447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.66,1238.4,421.37,1446.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.7,1231.8,421.6,1446.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.84,1218.8,421.82,1446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.89,1200.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.21,1178.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.92,1154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.67,1128.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.3,1104.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.9,1082.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.46,1063.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.85,1049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.09,1040.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.09,1037.9,457.66,1559.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470,1041,460.1,1567,740.61,948.96,743.06,1003.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.89,1050.1,462.55,1574.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469.38,1063.7,460.19,1561.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.87,1082,460.26,1560.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.3,1103.2,460.21,1560.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.83,1125.8,460.15,1560.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.28,1148.3,460.1,1560.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.74,1170.5,460.05,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466.44,1190.4,460.02,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.92,1206.8,460.01,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.92,1218.7,460,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.96,1225.4,459.99,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465.99,1226.4,459.98,1560.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
