24.111,712.4,437.35,485.95,523.39,397.68,362.22,389.36,506.2,1083.5,485.15,399.73,278.65,300.79,207.25,321.92,88.177,6.8757,189.39,17.097,293.85,122.19,503.96,768.88,523.1,796.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.683,730.15,438.9,486.35,517.39,397.92,360.04,389.77,506.49,1020.7,477.15,398.38,279.54,300.58,204.36,373.49,87.291,5.3223,292.14,118.9,503.84,770.3,526.17,796.91,336.05,29.97,525.89,552.5,524.08,650.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.255,747.89,439.61,486.37,511.38,398.15,358.21,390.16,505.9,1006.1,473.94,397.22,202.33,389.44,85.922,5.389,287.22,117.46,503.72,771.71,529,795.94,335.51,41.133,528.06,549.17,527,901.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.827,765.63,436.9,486.29,505.38,398.39,357.94,390.08,523,963.49,470.96,396.65,200.3,405.39,85.457,5.4424,282.04,119.33,525.96,861.3,334.17,45.997,530.24,545.84,101.02,94.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.079,622.21,483.87,427.25,330.7,220.58,370.2,394.5,527.46,940.88,461.73,375.94,84.996,5.3265,277.41,119.89,527.09,879.53,332.27,48.67,93.922,92.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.823,615.2,481.42,461.02,316.85,211.36,373.46,395.27,502.18,980.3,456.94,369.56,84.536,5.2105,311.04,142.08,528.22,897.77,330.37,49.735,91.375,91.17,260.3,179.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.259,614.55,477.14,471.42,289.05,188.21,332.21,460.13,498.29,975.1,470.67,418.2,84.075,5.0946,319.9,149.51,328.38,50.798,88.829,90.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.599,615.76,480.4,474.41,261.25,165.06,317.33,479.28,494.4,969.89,471.1,427.32,83.614,4.9786,328.77,156.93,326.84,53.147,24.201,241.95,90.708,643.89,124.84,675.66,177.57,417.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.988,617.82,483.66,477.4,233.45,141.91,305.3,484,494.07,980.49,369.7,434.49,83.154,4.8627,337.63,164.36,325.3,55.497,16.314,259.61,94.298,658.25,124.31,675.73,178.23,417.6,98.371,724,216.31,455.32,240.38,349.78,328.29,408.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.824,588.38,486.91,480.4,173.06,175.02,292.74,499.83,515.77,973.46,341.43,443.07,144.1,198.75,346.49,171.78,323.76,57.846,26.264,232.14,50.858,631.04,123.79,675.81,178.6,417.3,217.08,454.73,239.83,349.42,326.66,408.26,56.585,1609.1,341.52,391.12,523.22,666.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.5,578.47,384.39,520.48,138.21,164.02,280.17,515.66,522.85,971.33,375.04,486.57,153.97,231.27,355.35,179.2,322.22,60.195,29.509,218.27,46.038,617.33,178.71,417.11,217.86,454.37,239.29,349.07,325.03,408.15,56.5,1610.1,107.42,1203.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.612,578.69,372.06,564.34,103.37,153.03,267.61,531.49,524.46,977.14,364.22,504.99,163.84,263.79,364.22,186.63,320.69,62.545,28.544,210.4,35.092,608.48,178.87,416.9,226.71,485.97,56.522,1611.1,109.65,1192.2,20.056,1745.2,81.504,454.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.173,581.72,354.91,585.56,68.53,142.03,261.32,530.21,523.66,993.21,353.4,523.42,173.71,296.3,527.52,503.8,319.15,64.894,28.372,206.72,24.147,599.64,179.03,416.69,229.82,494.87,56.516,1611.7,110.58,1185.9,20.432,1747.9,34.176,1626.9,8.195,1697.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.801,583.1,337.76,606.79,33.687,131.04,250.1,542.39,526.2,998.69,342.58,541.84,183.58,328.82,559.84,558.28,317.61,67.243,28.091,204.87,13.201,590.79,179.19,416.48,220.37,496.21,56.509,1612.2,110.85,1182.6,20.586,1742.4,31.269,1627.5,2.8674,1707.2,517.88,795.72,523.14,556.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.08,585.36,320.61,628.01,-1.1552,120.04,238.88,554.56,512.71,1011.6,331.76,560.26,193.44,361.34,508.9,650.06,NaN,NaN,28.657,202.33,23.169,626.37,179.35,416.27,219.94,502.97,56.503,1612.8,110.86,1180.9,20.067,1741.3,29.884,1628.1,1.3255,1710.6,517.63,805.66,523.19,555.36,517,877.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.2967,585.73,155.62,734.61,75.739,247.97,227.65,566.74,519.25,1016.8,128.24,779.7,203.31,393.86,502.46,667.62,NaN,NaN,28.284,201.25,20.076,625.53,179.51,416.06,219.51,509.74,109.54,1182.9,19.614,1740.1,28.548,1629.3,1.1549,1711.2,517.55,808.44,523.6,556.26,517,877.67,9.4056,1818.5,87.088,1324.8,497.95,864.96,518.75,774.84,524,910.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.7037,587.23,128.53,805.06,71.662,251.12,216.43,578.92,519.95,1023.6,81.223,835.89,15.65,392.58,499.48,663.94,309.99,55.134,27.748,199.52,14.656,625.7,178.49,417.65,219.08,516.5,106.24,1189.4,17.081,1736.1,26.024,1626.3,22.425,1680.3,517.46,811.22,523.19,552.34,517,877.5,9.9919,1818.4,86.726,1325.4,498,863.13,524,910.5,73.884,1467.2,86.481,1251,174.24,815.64,504.85,1075.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.1608,587.53,86.44,854.32,72.842,247.59,162.72,673.79,520.65,1030.4,20.541,833.93,4.7268,386.83,496.65,715.49,307.25,56.209,27.212,197.79,79.912,639.5,178.45,417.74,105.56,609.61,105.03,1190.6,19.787,1717.2,23.842,1626.9,28.176,1672.4,517.38,814,503.96,575.5,10.17,1818.4,86.708,1323.8,498.04,861.31,524,910.5,73.09,1470.1,183.58,816.59,504.4,1069.7,105.68,7.3462,184.52,4.6166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.382,587.84,114.23,916.23,68.23,242.84,156.75,675.68,506.02,1030.1,6.0124,837.32,-12.423,403.33,495.37,729.23,306.54,56.541,26.676,196.07,95.07,643.64,178.41,417.84,79.905,616.87,103.81,1191.8,20.032,1709.5,22.207,1626.9,33.928,1664.5,496.44,597.03,9.989,1818.7,83.581,1322.6,72.749,1471.5,135.5,821.06,504.19,1069.4,182.49,4.703,164.9,273.23,197.76,271.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.826,526.99,110.71,928.03,60.95,239.88,156.22,674.31,505.44,986.15,4.4865,835.64,-29.573,419.83,494.18,724.88,303.96,53.965,26.14,194.34,110.23,647.79,178.37,417.93,65.909,616.36,102.6,1193,20.277,1701.8,51.632,1599.2,39.679,1656.5,494.91,591.27,9.3585,1819.2,82.663,1321.1,70.821,1469.5,110.16,801.54,503.98,1069.1,118.9,14.145,164.9,273.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.354,512.29,94.874,967.65,51.636,235.13,157.34,672.17,507.99,919.71,7.1018,832.85,-46.723,436.34,493.35,743.34,300.55,53.98,59.031,136.62,63.316,722.03,138.78,311.83,53.192,615.38,101.38,1194.2,20.522,1694.1,58.877,1591.2,45.431,1648.6,495.31,586.24,6.0276,1821.2,81.745,1319.7,66.539,1460.7,89.493,796.3,503.77,1068.8,85.231,91.509,164.9,273.23,24.643,770.57,398.91,1618.1,494,658.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102.88,497.6,79.035,1007.3,40.916,230.15,158.53,670.45,507.34,890.49,9.4057,832.35,-63.873,452.84,508.53,814.32,299.61,53.987,61.156,132.43,58.424,741.17,135.57,302.77,34.927,623.39,100.17,1195.3,20.767,1686.4,66.121,1583.3,69.602,1480.3,496.21,582.37,4.7961,1822,51.262,1442.6,71.666,791,59.33,119.77,164.9,273.23,37.667,782.84,398.91,1618.1,10.444,732.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118.41,482.9,63.196,1046.9,32.27,227.42,159.43,669.28,510.92,768.85,12.423,833.06,-81.023,469.34,512.27,847.79,295.71,57.882,65.77,122.71,51.063,753.58,132.13,296.42,16.663,631.4,98.954,1196.5,21.012,1678.7,73.365,1575.4,72.157,1472.3,496.29,584.98,3.5647,1822.8,42.663,1442.8,53.84,785.7,33.429,148.03,162.37,265.96,41.497,790.54,398.91,1618.1,10.368,732.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133.94,468.21,47.358,1086.5,26.851,217.66,160.04,668.54,511.75,696.83,12.681,833.07,-98.173,485.85,516.02,881.26,294.57,59.2,70.384,112.98,32.104,756.73,131.58,295.89,-1.6013,639.41,78.768,894.78,21.257,1671,69.66,1501.5,76.395,1440.5,495.07,586,2.3332,1823.7,38.724,1445.8,174.33,813.94,7.5275,176.29,161.53,263.54,40.805,794.48,10.293,732.17,217.67,1910.4,619.03,25.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247.06,205.76,31.519,1126.2,19.06,210.77,160.41,668.09,512.4,635.8,8.9251,836.33,-115.32,502.35,519.76,914.73,292.46,60.383,74.999,103.26,21.085,756.65,128.47,289.22,41.18,682.63,68.228,888.9,11.426,1615.8,71.079,1489.7,78.432,1431.1,493.85,587.03,1.1017,1824.5,35.27,1451.7,186.12,816.51,-18.374,204.56,160.69,261.1,42.736,798.66,217.3,1911.4,619.18,25.352,391.22,1563.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250.57,162.21,15.68,1165.8,16.201,209.07,158.29,667.03,513.05,574.77,6.1049,836.09,212.2,433.84,523.51,948.2,290.35,61.566,246.54,199.03,11.593,765.16,123.4,279.99,35.958,698.16,56.873,890.65,10.958,1611.7,71.299,1487.1,78.598,1430.5,492.64,588.06,-0.12978,1825.3,34.203,1454.9,188.76,817.12,-44.275,232.82,225.32,314.91,44.666,802.83,217.63,1911.8,619.23,25.27,391.19,1563.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274.83,106.54,-0.15847,1205.4,10.084,204.89,157.04,666.49,513.7,513.75,5.4883,839.05,241.23,428.66,527.25,981.67,244.26,160.46,261.74,205.59,11.283,758.55,122.02,277.64,30.736,713.69,44.877,896.03,10.859,1611.5,71.208,1489.3,77.968,1434.5,491.42,589.09,31.14,1790,34.564,1455.5,188.39,817.09,68.859,32.561,239.19,321.88,19.249,799.73,217.94,1912.1,619.38,25.037,391.64,1563.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
299.09,50.876,5.4387,1535.7,3.9677,200.7,155.37,667.48,514.35,452.72,5.5352,839.84,248.07,426.63,531,1015.1,248.31,199.22,294.37,216.59,4.4183,762.74,121.91,277.59,25.514,729.23,35.439,884.98,9.5467,1608.7,71.149,1489.1,79.868,1425.7,510.81,686.41,35.379,1784.7,36.262,1456.3,187.38,816.9,70.326,26.708,242.41,323.18,14.458,802.11,218.34,1912.2,619.43,24.97,392.62,1564.2,215.68,436.48,268.97,379.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197.94,115.02,-7.4355,1615.5,-2.1489,196.52,154.01,667.76,515,391.69,6.0008,839.67,251.15,438.82,534.74,1048.6,250.46,209.81,327,227.58,-2.4467,766.92,122.14,278.12,20.292,744.76,26.001,873.93,9.0559,1607.1,70.954,1488.6,77.339,1437.8,511.5,740.85,54.436,1879.2,19.66,1505.6,186.46,816.73,70.971,25.628,242.1,322.67,11.416,797.53,218.69,1912.2,619.44,24.961,393.24,1564.4,215.68,436.48,268.99,379.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189.36,114.92,23.104,1662.9,-8.2654,192.34,152.66,668.03,515.65,330.67,5.028,840.89,250.7,443.02,547.79,924,246.15,232.9,359.63,238.57,-9.3116,771.1,120.76,275.33,15.07,760.29,16.563,862.87,18.806,1589.8,70.799,1488.9,39.809,1408.7,511.37,804.81,57.261,1894.6,34.357,1555.7,185.8,816.6,70.119,24.783,250.07,327.89,7.1144,797.97,218.76,1912.8,619.7,24.931,394.36,1564.5,215.68,436.48,254.51,371.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
