21.08,589.45,191.42,401.07,570.6,433.89,8.9316,175.35,38.547,80.632,397.94,86.451,538.59,396.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.914,589.88,189.64,403.16,563.31,435.65,4.571,172.82,35.254,81.046,399.13,86.175,534.87,391.05,468.22,417.55,532.45,848.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.74905,590.31,118.25,294.48,591.06,418.1,5.0533,162.65,33.195,80.404,399.62,86.101,531.16,385.32,529.18,893.05,447.45,13.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.4162,590.74,99.368,269.34,594.2,411.97,2.7151,156.44,32.199,78.612,400.64,85.71,527.21,927.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-19.582,591.18,98.775,281.05,594.63,409.7,88.854,219.53,32.109,77.033,403.66,79.577,526.83,939.85,306.71,365.42,385.91,459.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-29.747,591.61,98.624,278.03,594.51,409.47,111.84,233.16,32.492,74.886,392.39,71.982,527.56,926.88,306.82,365.03,381.08,459.32,145.61,278.99,302.59,61.318,596.73,488.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.6309,722.34,89.262,267.02,594.51,410.14,134.82,246.79,33.289,69.362,372.58,72.079,529.06,892.69,305.04,365.3,378.96,458.99,133.86,284.77,305.68,60.062,596.61,488.7,343.72,97.42,522.08,388.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.2815,732.67,74.116,240.39,594.33,410.56,157.8,260.41,33.615,66.622,364.13,69.449,529.29,887.04,304.48,365.41,376.78,458.63,134.3,285.74,307.03,59.728,555.65,476.91,20.019,120.33,353,565.17,386.72,624.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0949,735.84,53.362,221.54,594.86,409.7,149.74,221.56,33.002,64.777,355.68,66.819,529.51,881.39,304.54,366.09,375.85,458.43,136.06,285.28,308.38,59.393,534.51,433.73,353,565.17,386.72,624.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.7825,748.92,39.207,204.96,595.39,408.85,221.4,269.93,32.288,60.743,347.23,64.19,529.73,875.74,304.65,366.36,375.95,458.43,135.06,288.4,309.73,59.059,525.52,418.79,353,565.18,386.72,624.07,72.627,131.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.4701,762,25.052,188.38,572.34,391.11,243.8,284.46,32.08,59.56,344.38,13.87,529.96,870.09,310.17,366.36,376.36,458.49,134.07,291.51,522.43,415.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.15761,775.09,10.897,171.81,567.09,386.11,273.66,300.53,31.678,57.05,337.12,1.0596,530.18,864.44,311.95,366.52,375.61,458.38,90.419,253.57,521.97,415.43,261.53,63.943,442.51,432.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.1548,788.17,-3.2579,155.23,566.54,398.98,303.52,316.61,31.275,54.54,329.86,-11.751,530.4,858.79,223.74,374.83,374.85,458.26,78.939,246.59,514.99,407.4,440.34,432.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.4673,801.25,6.2832,122.86,565.39,395.44,333.39,332.69,30.873,52.031,322.61,-24.562,587.79,515.64,221.42,369.54,374.1,458.14,67.46,239.61,591.32,448.58,443.18,432.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3.7797,814.34,5.1848,113.47,546.91,412.95,363.25,348.77,83.635,31.047,315.35,-37.372,596.7,458.72,220.36,370.23,438.41,544.33,55.98,232.64,603.33,454.83,443.63,432.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-5.0922,827.42,5.1789,109.68,526.54,454.48,393.11,364.84,88.356,25.354,308.1,-50.183,605.61,401.8,219.37,373.12,451.54,562.64,70.555,101.39,605.29,455.99,444.08,432.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
179.78,744.82,8.2532,98.61,517.1,464.96,241.97,416.78,88.496,24.488,300.84,-62.993,614.52,344.88,220.73,372.53,464.68,580.94,68.773,92.427,604.06,456.66,338.76,433.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184.47,747.89,9.6669,92.771,510.51,469.16,241.39,438.89,87.276,24.471,293.58,-75.804,623.42,287.96,215.78,373.07,477.81,599.25,68.123,91.441,610.86,459.84,313.13,434.32,29.188,566.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181.78,749.83,10.414,88.646,509.2,469.05,240.82,460.99,85.934,24.288,347.17,149.88,632.33,231.04,282.2,271.83,490.95,617.56,67.641,93.896,617.66,463.02,287.5,434.71,29.046,569.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176.66,750.76,11.274,80.008,511.47,468.85,240.25,483.1,84.302,24.715,347.02,155.84,641.24,174.12,297.66,243.28,504.09,635.86,67.29,95.929,624.46,466.21,261.87,435.09,29.685,574.83,31.518,239.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172.15,750.48,11.335,74.85,507.6,473.84,239.68,505.21,82.466,24.295,345.22,157.55,650.15,117.2,313.12,214.72,517.22,654.17,66.589,97.57,631.26,469.39,236.24,435.47,26.916,575.74,31.501,238.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167.74,750.3,11.169,67.687,503.73,478.83,239.11,527.31,79.947,22.645,343.06,158.7,659.05,60.283,363.16,225.22,537.47,731.4,64.17,104.64,547.53,589.17,210.6,435.85,21.122,576.79,31.488,237.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163.91,750.92,9.5888,70.488,499.86,483.82,238.54,549.42,79.012,21.479,342.17,165.82,NaN,NaN,387.02,206.16,540.77,731.62,65.767,85.291,537.27,614.32,NaN,NaN,12.708,574.99,31.439,236.97,5.1,125.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.65,752.49,9.135,54.736,495.99,488.81,237.97,571.53,78.078,20.313,341.28,172.94,NaN,NaN,410.89,187.09,551.4,750.01,20.996,101.42,527.02,639.47,NaN,NaN,15.271,580.55,31.437,236.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156.94,754.51,7.8414,36.237,492.12,493.8,237.4,593.63,77.143,19.146,227.95,91.849,NaN,NaN,434.75,168.03,562.04,768.39,6.4318,97.806,516.76,664.62,NaN,NaN,15.999,583.21,31.434,235.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153.17,757.67,5.6403,24.267,488.25,498.79,83.618,733.65,76.208,17.98,208.41,76.505,NaN,NaN,458.61,148.96,530.44,877.8,1.4065,88.421,506.5,689.77,NaN,NaN,17.7,584.87,31.432,234.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149.75,762.89,3.9556,15.495,333.76,539.91,72.702,741.52,61.612,49.376,182.64,61.648,321.43,423.28,482.47,129.9,530.41,919.16,-10.316,84.956,485.6,545.9,143.56,460.58,17.039,585.82,22.822,208.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144.53,767.09,2.5647,4.8591,369.55,560.02,69.172,740.25,62.206,28.466,156.87,46.791,294.26,427.48,506.33,110.83,524.98,1002.8,-22.039,81.491,485.6,541.25,136.62,459.47,16.147,586.61,22.141,199.06,80.196,642.75,273.77,460.45,494.46,1278.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140.68,770.48,1.1738,-5.7764,410.93,566.99,66.055,738.32,59.992,25.272,131.1,31.934,259.79,437.07,530.2,91.769,524.04,1020.1,-33.762,78.026,485.56,547.33,137.33,454.49,14.945,587.43,22.185,187.11,75.593,643.84,494.47,1276.6,2.8058,310.88,520.32,1196.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121.96,800.92,-0.21704,-16.412,432.59,575.7,63.129,740.04,57.778,22.077,105.33,17.077,230.25,443.03,554.06,72.704,523.2,1019.8,-45.485,74.561,480.09,545.43,128.67,453.59,13.919,587.91,21.226,178.32,74.07,644.27,512.25,1260.3,520.47,1181,182.88,439.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147.26,831.27,-1.6079,-27.047,447.24,586.05,101.04,788.04,55.563,18.882,79.562,2.2198,200.7,448.99,577.92,53.639,523.03,1016.1,-57.207,71.096,474.61,543.53,120.01,452.68,12.804,588.49,20.267,169.53,72.546,644.7,518.29,1254.9,520.53,1175.7,107.03,1009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156.6,843.41,-2.9988,-37.683,461.89,596.4,111.77,799.66,53.349,15.688,53.793,-12.637,171.16,454.95,601.78,34.575,522.69,1011.5,-68.93,67.631,504.79,574.24,111.34,451.78,12.476,588.84,19.308,160.75,71.022,645.12,524.3,1248.9,520.58,1171,29.053,1629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.44,858.97,-4.3897,-48.318,496.15,688.34,120.89,817.44,51.135,12.493,28.023,-27.494,120.32,624.75,625.64,15.51,522,1003,-80.653,64.166,508.14,580.41,102.68,450.87,12.408,588.03,18.349,151.96,530.3,1243,520.62,1166.2,29.148,1629.7,10.799,1746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
